post_title,post_content,post_status,post_type,tax_ait-items,meta:_ait-item_subtitle,meta:_ait-item_map:address,meta:_ait-item_map:latitude,meta:_ait-item_map:longitude,meta:_ait-item_telephone,meta:_ait-item_web,meta:_ait-item_email,meta:_ait-item_headerType,meta:_ait-item_featuredItem,price_range,source_file,source_sheet
Hermès Singapore Marina Bay,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Bayfront Avenue, 018956 Singapore",,,+65 6688 8888,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Dubai Mall,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Sheikh Zayed Road, Dubai Dubai",,,+971 4 308 9999,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Milan,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Via Montenapoleone, 20121 Milan",,,+39 2 7639 8888,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Rome,Boutique,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Via Condotti, 00187 Rome",,,+39 6 699 0111,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Barcelona,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Passeig de Gràcia, 08007 Barcelona",,,+34 93 216 0555,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Madrid,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Calle Serrano, 28001 Madrid",,,+34 91 435 9888,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Amsterdam,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Pieter Cornelisz Hooftsraat, 1071 Amsterdam",,,+31 20 671 8888,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Vienna,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Kohlmarkt, 1010 Vienna",,,+43 1 533 6666,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Geneva,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Rue du Rhône, 1204 Geneva",,,+41 22 310 4444,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Zürich,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Bahnhofstrasse, 8001 Zurich",,,+41 44 227 5555,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Moscow,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Khomutovsky Pereulok, 119002 Moscow",,,+7 495 691 0101,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Istanbul,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Nişantaşı, 34365 Istanbul",,,+90 212 231 5555,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Bangkok,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Emporium, 10110 Bangkok",,,+66 2 664 2222,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Sydney,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Martin Place, 2000 Sydney",,,+61 2 9231 3333,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Melbourne,Boutique,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Collins Street, 3000 Melbourne",,,+61 3 9654 1111,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Rio de Janeiro,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Copacabana, 20040020 Rio de Janeiro",,,+55 21 2548 5555,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès São Paulo,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Rua Haddock Lobo, 01414000 São Paulo",,,+55 11 3085 4444,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Mexico City,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Polanco, 11560 Mexico City",,,+52 55 5282 1111,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Toronto,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Bloor Street, M5R Toronto",,,+1 416 925 5555,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Los Angeles,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Rodeo Drive, 90210 Los Angeles",,,+1 310 278 6611,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès San Francisco,Boutique,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Union Street, 94123 San Francisco",,,+1 415 292 8500,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Hermès Miami,Flagship,publish,ait-item,Shopping,LVMH-Luxury Boutique,"Brickell Avenue, 33131 Miami",,,+1 305 358 5555,www.hermes.com,,map,true,4,Global_2000,Hermes_Boutiques
Meurice Paris,Historic palace,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"228 Rue de Rivoli, 75001 Paris",,,+33 1 44 58 10 10,www.lemeurice.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Ritz-Carlton Paris,Iconic location,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Place Vendôme, 75001 Paris",,,+33 1 43 16 30 30,www.ritzcarlton.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Le Bristol Paris,Luxury landmark,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"112 Rue du Faubourg-Saint-Honoré, 75008 Paris",,,+33 1 53 43 43 00,www.bristol.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Shangri-La Paris,Eiffel views,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"10 Avenue d'Iéna, 75116 Paris",,,+33 1 53 67 19 98,www.shangri-la.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Mandarin Oriental Tokyo Nihonbashi,Luxury landmark,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Nihonbashi, Chuo Ward, 103-8617 Tokyo",,,+81 3 3270 8800,www.mandarinoriental.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Park Hyatt Tokyo,Sky high luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Shinjuku Ward, 160-0023 Tokyo",,,+81 3 6322 1234,www.hyatt.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
The Imperial Hotel Tokyo,Japanese icon,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Chiyoda Ward, 100-8558 Tokyo",,,+81 3 3504 1111,www.imperialhotel.co.jp,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Dusit Thani Bangkok,Bangkok luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Rama IV Road, 10500 Bangkok",,,+66 2 200 9000,www.dusit.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
St. Regis Bangkok,Ultra-luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Central World, 10330 Bangkok",,,+66 2 207 7777,www.stregisbangkok.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Grand Hyatt Hong Kong,Harbor icon,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Harbour Road, Wan Chai, Hong Kong Hong Kong",,,+852 2588 1234,www.hyatt.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Ritz-Carlton Hong Kong,Ultimate luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Central, Central Hong Kong",,,+852 2877 6666,www.ritzcarlton.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Fairmont Singapore,Historic luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"80 Bras Basah Road, 189560 Singapore",,,+65 6339 7777,www.fairmont.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Goodwood Park Hotel Singapore,Colonial landmark,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"22 Scotts Road, 228220 Singapore",,,+65 6737 7411,www.goodwoodparkhotel.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
JW Marriott Dubai,,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Sheikh Zayed Road, Dubai United Arab Emirates",,,www.marriott.com,,Ultra-luxury complex,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Emirates Palace Abu Dhabi,,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"West Corniche, Abu Dhabi United Arab Emirates",,,www.emiratespalace.com,,Palace luxury,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
St. Regis Rome,Ultra-luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Via Vittorio Emanuele, 00186 Rome",,,+39 6 47 09 1,www.stregisrome.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Hassler Roma,Spanish Steps icon,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Piazza della Trinità dei Monti, 00187 Rome",,,+39 6 699 340,www.hotelhasslerroma.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Cipriani Venice,Island luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Isola della Giudecca, 30133 Venice",,,+39 41 240 801,www.hotelcipriani.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Bauer Palazzo Venice,Grand Canal palace,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Calle Larga San Marco, 30124 Venice",,,+39 41 520 7022,www.bauervenezia.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Grand Hotel Tremezzo Como,Lake Como icon,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Via Regina, 22016 Tremezzina",,,+39 344 92 10 100,www.grandhoteltremezzo.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Four Seasons Milan,Design capital,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Via Gesù, 20121 Milan",,,+39 2 7708 8298,www.fourseasons.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Hotel de Paris Monaco,Legendary hotel,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Place du Casino, 98000 Monaco",,,+377 93 50 80 80,www.hoteldeparismonaco.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Fairmont Montreux Palace,Lake Geneva icon,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Avenue Claude Nobs, 1820 Montreux",,,+41 21 962 12 12,www.fairmont.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
The Peninsula Tokyo,Tokyo flagship,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Otemachi, 100-0004 Tokyo",,,+81 3 6270 2888,www.peninsula.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Westin Tokyo,Modern luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Chiyoda Ward, 100-6150 Tokyo",,,+81 3 5404 1111,www.westintokyo.com,,map,true,4,Global_2000,Luxury_5Star_Hotels_Extended
Alléno Paris au Pavillon Ledoyen,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"75008, Paris France",,,www.yannick-alleno.com,,Contemporary French,map,true,4,Global_2000,Michelin_Restaurants_Global
L'Astrance Paris,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"75007, Paris France",,,,,Chef: Pascal Barbot,map,true,4,Global_2000,Michelin_Restaurants_Global
Arnsbourg Baerenthal,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"57230, Baerenthal France",,,,,Michelin 3★,map,true,4,Global_2000,Michelin_Restaurants_Global
Maaemo Oslo,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"0184, Oslo Norway",,,www.maaemo.no,,Nordic new Nordic,map,true,4,Global_2000,Michelin_Restaurants_Global
Noma Copenhagen,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"1205, Copenhagen Denmark",,,www.noma.dk,,New Nordic cuisine,map,true,4,Global_2000,Michelin_Restaurants_Global
Eleven Madison Park NYC,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"10010, New York United States",,,www.elevenmadisonpark.com,,Contemporary American,map,true,4,Global_2000,Michelin_Restaurants_Global
Thomas Keller French Laundry,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"94954, Yountville United States",,,www.frenchlaundry.com,,Iconic California,map,true,4,Global_2000,Michelin_Restaurants_Global
Jiro Dreams Sushi Tokyo,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"104-0042, Tokyo Japan",,,,,Sushi legend Jiro Ono,map,true,4,Global_2000,Michelin_Restaurants_Global
Kaiseki Saigyo Kyoto,,publish,ait-item,Gastronomie,Restaurant Michelin 3★,"600-8007, Kyoto Japan",,,,,Kyoto kaiseki,map,true,4,Global_2000,Michelin_Restaurants_Global
Sushi Kimura Osaka,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"530-0003, Osaka Japan",,,,,Traditional sushi,map,true,4,Global_2000,Michelin_Restaurants_Global
Manabe Osaka,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"530-0001, Osaka Japan",,,,,Kaiseki,map,true,4,Global_2000,Michelin_Restaurants_Global
Schloss Fuschl Vienna,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"5322, Fuschl am See Austria",,,,,Austrian cuisine,map,true,4,Global_2000,Michelin_Restaurants_Global
Verberg Restaurant Stockholm,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"11255, Stockholm Sweden",,,,,Nordic contemporary,map,true,4,Global_2000,Michelin_Restaurants_Global
Frédéric Antonsen Lyon,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"69001, Lyon France",,,,,Gastronomic Lyon,map,true,4,Global_2000,Michelin_Restaurants_Global
Paul Bocuse Lyon,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"69500, Bresse France",,,,,French legend,map,true,4,Global_2000,Michelin_Restaurants_Global
Rotisserie Georgette Paris,,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"75008, Paris France",,,,,Contemporary French,map,true,3,Global_2000,Michelin_Restaurants_Global
Septime La Cave Paris,,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"75011, Paris France",,,,,Wine-focused,map,true,3,Global_2000,Michelin_Restaurants_Global
Smyth New York,,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"10002, New York United States",,,www.smythny.com,,Contemporary cuisine,map,true,3,Global_2000,Michelin_Restaurants_Global
Balthazar New York,,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"10012, New York United States",,,,,New York classic,map,true,3,Global_2000,Michelin_Restaurants_Global
Carbone New York,,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"10012, New York United States",,,,,Italian contemporary,map,true,3,Global_2000,Michelin_Restaurants_Global
ATELIER Crenn San Francisco,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"94102, San Francisco United States",,,,,Contemporary French,map,true,4,Global_2000,Michelin_Restaurants_Global
Commis Oakland,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"94609, Oakland United States",,,www.commisrestaurant.com,,Japanese-inspired,map,true,4,Global_2000,Michelin_Restaurants_Global
Blanca New York,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"11249, New York United States",,,,,Tasting menu,map,true,4,Global_2000,Michelin_Restaurants_Global
Ivan Ramen Plus New York,,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"10002, New York United States",,,www.ivanramenplus.com,,Elevated ramen,map,true,3,Global_2000,Michelin_Restaurants_Global
Estela New York,,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"10013, New York United States",,,,,Contemporary,map,true,3,Global_2000,Michelin_Restaurants_Global
Costardi Tokyo,,publish,ait-item,Gastronomie,Restaurant Michelin 1★,"104-0061, Tokyo Japan",,,,,Contemporary,map,true,3,Global_2000,Michelin_Restaurants_Global
Aska New York,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"10002, New York United States",,,www.askanyc.com,,Tasting menu,map,true,4,Global_2000,Michelin_Restaurants_Global
Maido Lima,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"15047, Lima Peru",,,www.maido.pe,,Nikkei cuisine,map,true,4,Global_2000,Michelin_Restaurants_Global
Central Lima,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"15074, Lima Peru",,,www.centralrestaurante.com.pe,,Peruvian cuisine,map,true,4,Global_2000,Michelin_Restaurants_Global
The Ledbury London,,publish,ait-item,Gastronomie,Restaurant Michelin 2★,"W11 2AQ, London United Kingdom",,,www.theledbury.com,,Contemporary British,map,true,4,Global_2000,Michelin_Restaurants_Global
Cheval Blanc St-Barth Isle de France,Caribbean luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"St. Barthélemy, 97133 St. Barth",,,+590 590 276 786,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Courchevel,Alpine resort,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Courchevel, 73120 Courchevel",,,+33 4 79 39 01 01,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Munich,Flagship Munich,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Maximilianstraße, 80539 Munich",,,+49 89 556 1010,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Tokyo,Tokyo luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Chiyoda Ward, 100-0005 Tokyo",,,+81 3 6636 0000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Hong Kong,Central flagship,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Central, Central Hong Kong",,,+852 2912 3888,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Shanghai,Shanghai luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Pudong, 200120 Shanghai",,,+86 21 6839 3333,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Penha Longa,Portuguese resort,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Sintra, 2710 Sintra",,,+351 21 924 8000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Dubai,Palm resort,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Crescent Road, Palm Jumeirah, Dubai Dubai",,,+971 4 432 3000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Saigon Ho Chi Minh,Vietnam flagship,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"District 1, 700000 Ho Chi Minh City",,,+84 28 3829 8888,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc New York,Flagship New York,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Madison Avenue, 10021 New York",,,+1 212 555 0000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Los Angeles,Hollywood luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Sunset Boulevard, 90069 Los Angeles",,,+1 323 555 0000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Reykjavik,Nordic luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"101, 101 Reykjavik",,,+354 5 991 000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Barcelona,Flagship Barcelona,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Passeig de Gràcia, 08007 Barcelona",,,+34 93 505 0000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Rome,Roman luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Via Condotti, 00187 Rome",,,+39 6 699 3333,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Verbier,Alpine resort,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Verbier, 1936 Verbier",,,+41 27 771 6000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Geneva,Geneva luxury,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Rue du Rhône, 1204 Geneva",,,+41 22 555 0000,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Marrakech,Morocco resort,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Palm Grove, 40000 Marrakech",,,+212 5 2429 8888,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Cheval Blanc Émeraude Plage,Brittany resort,publish,ait-item,Hôtels & Séjours,5-Star Hotel,"Plage Émeraude, 35730 Plelan-le-Grand",,,+33 2 9973 4747,www.chevalblanc.com,,map,true,4,Global_2000,Cheval_Blanc_Hotels
Galeries Lafayette Paris,Luxury department,publish,ait-item,Shopping,Luxury Shopping,"40 Boulevard Haussmann, 75009 Paris",,,+33 1 42 82 34 56,www.galerieslafayette.com,,map,true,3,Global_2000,Luxury_Shopping_Centers
Le Bon Marché Paris,Designer boutiques,publish,ait-item,Shopping,Luxury Shopping,"24 Rue de Sèvres, 75007 Paris",,,+33 1 44 39 80 00,www.lebonmarche.com,,map,true,3,Global_2000,Luxury_Shopping_Centers
Harrods London,Iconic store,publish,ait-item,Shopping,Luxury Shopping,"Knightsbridge, SW1X 7XL London",,,+44 20 7730 1234,www.harrods.com,,map,true,3,Global_2000,Luxury_Shopping_Centers
Selfridges London,Designer emporium,publish,ait-item,Shopping,Luxury Shopping,"Bond Street, W1A 1AB London",,,+44 20 7629 1234,www.selfridges.com,,map,true,3,Global_2000,Luxury_Shopping_Centers
Saks Fifth Avenue New York,Fashion flagship,publish,ait-item,Shopping,Luxury Shopping,"Fifth Avenue, 10022 New York",,,+1 212 753 4000,www.saksfifthavenue.com,,map,true,3,Global_2000,Luxury_Shopping_Centers
Nordstrom New York,Luxury department,publish,ait-item,Shopping,Luxury Shopping,"Times Square, 10036 New York",,,+1 212 956 2100,www.nordstrom.com,,map,true,3,Global_2000,Luxury_Shopping_Centers
Bergdorf Goodman New York,Ultra-luxury retailer,publish,ait-item,Shopping,Luxury Shopping,"Fifth Avenue, 10019 New York",,,+1 212 753 7300,www.bergdorfgoodman.com,,map,true,3,Global_2000,Luxury_Shopping_Centers
Shibuya 109 Tokyo,Youth culture,publish,ait-item,Shopping,Luxury Shopping,"Shibuya Ward, 150-0042 Tokyo",,,+81 3 3477 5111,www.shibuya109.jp,,map,true,3,Global_2000,Luxury_Shopping_Centers
Isetan Shinjuku Tokyo,Luxury department,publish,ait-item,Shopping,Luxury Shopping,"Shinjuku Ward, 160-0022 Tokyo",,,+81 3 3352 1111,www.isetan.mistore.jp,,map,true,3,Global_2000,Luxury_Shopping_Centers
Takashimaya Tokyo,Luxury store,publish,ait-item,Shopping,Luxury Shopping,"Chuo Ward, 104-8062 Tokyo",,,+81 3 3211 4111,www.takashimaya.co.jp,,map,true,3,Global_2000,Luxury_Shopping_Centers
IFC Hong Kong,Luxury mall,publish,ait-item,Shopping,Luxury Shopping,"Finance Street, Central Hong Kong",,,+852 2877 0888,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Landmark Hong Kong,Designer hub,publish,ait-item,Shopping,Luxury Shopping,"Central, Central Hong Kong",,,+852 2522 0038,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Takashimaya Singapore,Luxury department,publish,ait-item,Shopping,Luxury Shopping,"Orchard Road, 238801 Singapore",,,+65 6737 2111,www.takashimaya.com.sg,,map,true,3,Global_2000,Luxury_Shopping_Centers
Dubai Mall,Mega luxury mall,publish,ait-item,Shopping,Luxury Shopping,"Sheikh Mohammed bin Rashid Boulevard, Dubai Dubai",,,+971 4 309 0000,www.dubaimall.com,,map,true,3,Global_2000,Luxury_Shopping_Centers
The Dubai Mall Souk,Luxury boutiques,publish,ait-item,Shopping,Luxury Shopping,"Downtown Dubai, Dubai Dubai",,,+971 4 309 0000,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Luxe Fashion Milan,Fashion triangle,publish,ait-item,Shopping,Luxury Shopping,"Via Montenapoleone, 20121 Milan",,,+39 2 7639 0000,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Galeries Royales Brussels,Historic arcades,publish,ait-item,Shopping,Luxury Shopping,"Galeries Royales, 1000 Brussels",,,+32 2 545 0102,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Bern High Fashion,Swiss luxury,publish,ait-item,Shopping,Luxury Shopping,"Bahnhofstrasse, 3011 Bern",,,+41 31 311 5555,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Zurich Bahnhofstrasse,Luxury street,publish,ait-item,Shopping,Luxury Shopping,"Bahnhofstrasse, 8001 Zurich",,,+41 44 211 0000,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Amsterdam Luxury District,Designer street,publish,ait-item,Shopping,Luxury Shopping,"PC Hooftsraat, 1071 Amsterdam",,,+31 20 671 0101,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Rome Via Condotti,Fashion mecca,publish,ait-item,Shopping,Luxury Shopping,"Via Condotti, 00187 Rome",,,+39 6 679 0001,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Florence Via Tornabuoni,Renaissance shopping,publish,ait-item,Shopping,Luxury Shopping,"Via Tornabuoni, 50123 Florence",,,+39 55 211 1234,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Prague Golden Lane,Historic luxury,publish,ait-item,Shopping,Luxury Shopping,"Golden Lane, 11000 Prague",,,+420 2 241 8800,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Bangkok CentralWorld,Mega mall,publish,ait-item,Shopping,Luxury Shopping,"Sukhumvit Road, 10110 Bangkok",,,+66 2 635 1111,,,map,true,3,Global_2000,Luxury_Shopping_Centers
Singita Kruger,Safari luxury,publish,ait-item,Hôtels & Séjours,Luxury Safari Lodge,"Kruger National Park, 1350 Mpumalanga",,,+27 10 003 9000,www.singita.com,,map,true,4,Global_2000,Singita_Luxury_Lodges
Singita Saban,Serengeti luxury,publish,ait-item,Hôtels & Séjours,Luxury Safari Lodge,"Serengeti National Park, 00000 Arusha",,,+255 788 123 456,www.singita.com,,map,true,4,Global_2000,Singita_Luxury_Lodges
Singita Miracle Beach,Island resort,publish,ait-item,Hôtels & Séjours,Luxury Resort,"Bazaruto Archipelago, 1300 Inhambane",,,+258 82 100 0000,www.singita.com,,map,true,4,Global_2000,Singita_Luxury_Lodges
Singita Maldives,Maldives luxury,publish,ait-item,Hôtels & Séjours,Luxury Resort,"South Malé Atoll, 20001 Maldives",,,+960 666 0600,www.singita.com,,map,true,4,Global_2000,Singita_Luxury_Lodges
Singita Lebombo,Kruger East,publish,ait-item,Hôtels & Séjours,Luxury Safari Lodge,"Kruger National Park, 1350 Mpumalanga",,,+27 10 003 9000,www.singita.com,,map,true,4,Global_2000,Singita_Luxury_Lodges
Singita Sweni,Private reserve,publish,ait-item,Hôtels & Séjours,Luxury Safari Lodge,"Kruger National Park, 1350 Mpumalanga",,,+27 10 003 9000,www.singita.com,,map,true,4,Global_2000,Singita_Luxury_Lodges
Singita Graha Mina,Island villa,publish,ait-item,Hôtels & Séjours,Luxury Villa,"Lombok, 83370 Lombok",,,+62 370 607 000,www.singita.com,,map,true,4,Global_2000,Singita_Luxury_Lodges
Singita Pasea,Mediterranean,publish,ait-item,Hôtels & Séjours,Luxury Resort,"Costa Brava, 17248 Begur",,,+34 972 624 081,www.singita.com,,map,true,4,Global_2000,Singita_Luxury_Lodges
